voter_id,voter_name,date_of_birth,gender,nationality,registration_number,email,phone_number,cell_number,picture,registered_age,district_id,candidate_id,candidate_name,party_affiliation,biography,campaign_platform,photo_url,voting_time,vote,polling_station_id,vote_type
7bf6f682-8e54-4909-97eb-6e8fd38e3c09,Jared Payne,1996-04-08T06:20:26.221Z,male,GB,whitepanda465,jared.payne@example.com,027 2712 7599,07833 869761,https://randomuser.me/api/portraits/men/96.jpg,12,DIST_021,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:52:56,1,PS12233,regular
7e7d7074-138b-4ea8-9968-692cb1b9d8cb,Janet Wagner,1954-02-22T00:41:39.876Z,female,GB,orangegoose659,janet.wagner@example.com,017687 89767,07845 090308,https://randomuser.me/api/portraits/women/68.jpg,6,DIST_004,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:52:58,1,PS12345,invalid
b5105ea6-fa7b-427f-bd76-fcc85cda8ba7,Nicky Green,1989-02-10T20:25:49.631Z,female,GB,happyzebra823,nicky.green@example.com,019467 72383,07620 422514,https://randomuser.me/api/portraits/women/31.jpg,11,DIST_001,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:00,1,PS89012,regular
70ebba77-4350-4a94-a88e-df6ace679f28,Janet Arnold,1966-11-01T14:15:21.647Z,female,GB,tinysnake986,janet.arnold@example.com,017683 48046,07488 843050,https://randomuser.me/api/portraits/women/76.jpg,9,DIST_024,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:02,1,PS56789,regular
671cf7cf-f7d9-4014-afbf-8cdf1ad15866,Grace James,1991-12-10T08:06:16.568Z,female,GB,yellowlion786,grace.james@example.com,016973 42716,07450 474913,https://randomuser.me/api/portraits/women/11.jpg,3,DIST_009,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:04,1,PS89012,regular
7413b797-3005-437c-9617-18a91ae423a3,James Garza,1973-06-14T16:55:25.835Z,male,GB,bigladybug189,james.garza@example.com,017683 90679,07431 151530,https://randomuser.me/api/portraits/men/57.jpg,9,DIST_008,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:06,1,PS90123,invalid
71879ec1-1047-49c3-898e-4770916299c7,Janet Black,1972-04-01T07:42:01.017Z,female,GB,whitefish544,janet.black@example.com,0117215 999 7175,07537 596164,https://randomuser.me/api/portraits/women/57.jpg,21,DIST_008,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:08,1,PS23456,regular
1deb6cde-469b-4895-a564-632fc2720d4c,Angie Scott,1952-01-21T13:04:42.649Z,female,GB,crazygorilla317,angie.scott@example.com,019467 20152,07753 088087,https://randomuser.me/api/portraits/women/73.jpg,3,DIST_005,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:10,1,PS34567,regular
259aa4e6-25e1-4908-83fa-4455a1148a26,Cameron Hanson,1959-08-17T13:29:29.641Z,male,GB,whitemouse338,cameron.hanson@example.com,016974 49355,07476 124652,https://randomuser.me/api/portraits/men/32.jpg,14,DIST_024,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:12,1,PS89012,regular
7893dde5-1a3d-42fd-b3ca-9d78bcd6e89a,Jay Lucas,1991-12-23T15:40:39.846Z,male,GB,silvermouse656,jay.lucas@example.com,016973 57891,07983 103869,https://randomuser.me/api/portraits/men/52.jpg,13,DIST_004,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:14,1,PS89012,regular
6d9444a5-85b9-43de-9fed-0a090e4a597e,Isabelle Soto,1946-05-09T11:53:04.646Z,female,GB,ticklishbear673,isabelle.soto@example.com,016977 4414,07745 036081,https://randomuser.me/api/portraits/women/0.jpg,11,DIST_022,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:16,1,PS12233,invalid
9416e0ef-1d22-41d7-b115-29d78f300e08,Lester Fletcher,1978-03-20T22:34:00.648Z,male,GB,bigfrog235,lester.fletcher@example.com,016974 04127,07919 239075,https://randomuser.me/api/portraits/men/46.jpg,5,DIST_024,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:18,1,PS89012,invalid
4c943b8f-a764-4650-b574-edfde0f82ade,Eleanor Robinson,1998-12-15T15:47:52.317Z,female,GB,goldenwolf881,eleanor.robinson@example.com,017683 39133,07196 929609,https://randomuser.me/api/portraits/women/89.jpg,5,DIST_018,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:20,1,PS90123,invalid
dc245250-8115-44bf-b492-531002f7e070,Sam Rose,1949-09-09T09:54:15.123Z,female,GB,blackfrog320,sam.rose@example.com,015242 85946,07856 126938,https://randomuser.me/api/portraits/women/4.jpg,21,DIST_003,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:22,1,PS12345,regular
b6dfb1f7-808f-474d-94d3-8ab0f82b2432,Nathaniel Hoffman,1980-03-23T03:35:39.772Z,male,GB,ticklishduck590,nathaniel.hoffman@example.com,01951 71221,07195 147986,https://randomuser.me/api/portraits/men/5.jpg,7,DIST_019,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:24,1,PS45678,invalid
141e59f8-a7d0-4531-8237-121683d42028,Angie Franklin,1951-02-18T12:20:10.197Z,female,GB,heavycat266,angie.franklin@example.com,017687 75746,07404 076757,https://randomuser.me/api/portraits/women/52.jpg,14,DIST_014,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:26,1,PS90123,regular
37f3be10-2ff4-4195-931b-762a522be68b,David Jennings,1969-03-15T15:38:31.965Z,male,GB,bigpanda501,david.jennings@example.com,015396 31937,07192 010563,https://randomuser.me/api/portraits/men/62.jpg,18,DIST_002,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:28,1,PS78901,invalid
138356b9-3b34-4f74-970d-a444f993c86c,Bruce Daniels,1959-08-31T12:55:25.072Z,male,GB,angryswan698,bruce.daniels@example.com,023 2744 5400,07182 442842,https://randomuser.me/api/portraits/men/28.jpg,16,DIST_001,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:30,1,PS45678,regular
6301b76a-6872-493e-bd78-626a6a192498,Izzie Ferguson,1968-01-07T00:27:31.372Z,female,GB,orangegorilla218,izzie.ferguson@example.com,015395 91931,07457 710810,https://randomuser.me/api/portraits/women/39.jpg,9,DIST_003,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:32,1,PS34567,regular
55afca1c-1022-4a5a-aee1-57e17dd4883d,Faith Gordon,1995-11-25T13:51:28.773Z,female,GB,bigfrog508,faith.gordon@example.com,013873 48769,07872 665589,https://randomuser.me/api/portraits/women/46.jpg,21,DIST_007,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:34,1,PS23456,invalid
6113f225-34b7-4cf9-90bc-101db1a35642,Gregory Burke,1945-04-24T16:13:53.401Z,male,GB,sadpeacock187,gregory.burke@example.com,016974 47959,07196 123842,https://randomuser.me/api/portraits/men/84.jpg,20,DIST_008,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:36,1,PS01234,invalid
45fd14e5-8aeb-435d-9d6f-a3a8c0c82465,Deborah Harris,1981-03-27T08:22:47.725Z,female,GB,yellowmouse302,deborah.harris@example.com,015395 91498,07771 480290,https://randomuser.me/api/portraits/women/76.jpg,11,DIST_017,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:38,1,PS23456,invalid
8fe55eab-d0db-46d7-835c-629448d0a4e7,Keith Young,1954-10-16T12:58:00.121Z,male,GB,goldenpeacock465,keith.young@example.com,01258 06294,07087 613259,https://randomuser.me/api/portraits/men/26.jpg,11,DIST_020,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:40,1,PS89012,regular
8c1fe0a7-784c-446a-b332-708ef1a81c9b,Kathy Ruiz,1974-05-25T14:19:10.322Z,female,GB,bigkoala145,kathy.ruiz@example.com,015242 26847,07446 171544,https://randomuser.me/api/portraits/women/91.jpg,3,DIST_001,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:42,1,PS34567,regular
c5db8f7a-050f-49bc-a232-f739b9f050a6,Rose Gomez,1955-08-25T11:13:19.904Z,female,GB,blackzebra502,rose.gomez@example.com,01139 090154,07539 874581,https://randomuser.me/api/portraits/women/70.jpg,10,DIST_018,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:44,1,PS89012,invalid
ce7bf2f9-d970-4da4-ae99-a36afe01e4ff,Rachel Ward,1966-05-08T18:40:06.564Z,female,GB,purplemouse289,rachel.ward@example.com,015395 52514,07305 424930,https://randomuser.me/api/portraits/women/96.jpg,9,DIST_007,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:46,1,PS12233,invalid
ebe82570-67c7-4b1f-bf56-33b5b8fb3766,Ted Phillips,1958-08-24T11:29:50.121Z,male,GB,goldengorilla303,ted.phillips@example.com,016974 34180,07288 195108,https://randomuser.me/api/portraits/men/32.jpg,7,DIST_023,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:48,1,PS90123,regular
c34a95f0-9602-4d7a-9d4a-ad71859c03bb,Rosie Ferguson,1970-12-03T12:21:06.555Z,female,GB,purpleostrich873,rosie.ferguson@example.com,015395 80114,07786 153953,https://randomuser.me/api/portraits/women/54.jpg,20,DIST_021,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:50,1,PS34567,regular
f19fd6bf-c12f-4b0c-b5ca-c0af0fb4091c,Tracy Bishop,1983-05-12T09:54:29.244Z,female,GB,redpeacock154,tracy.bishop@example.com,015394 41058,07336 084621,https://randomuser.me/api/portraits/women/0.jpg,3,DIST_023,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:52,1,PS89012,invalid
b788b24d-3d30-4161-8d21-6a849589aa3a,Megan King,1975-07-05T02:57:44.249Z,female,GB,biggoose704,megan.king@example.com,015396 32400,07969 055999,https://randomuser.me/api/portraits/women/59.jpg,16,DIST_018,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:53:54,1,PS34567,regular
2659d96b-b283-4199-ac43-60a5cc61e389,Britney Hayes,1983-03-14T21:25:44.334Z,female,GB,bluegorilla134,britney.hayes@example.com,015396 34985,07933 076644,https://randomuser.me/api/portraits/women/72.jpg,15,DIST_014,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:53:56,1,PS45678,invalid
2081b2be-8282-4d10-be27-b786a421a2fb,Chester Arnold,1972-05-16T12:50:23.778Z,male,GB,blackladybug739,chester.arnold@example.com,013873 11513,07731 083861,https://randomuser.me/api/portraits/men/39.jpg,11,DIST_008,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:53:58,1,PS90123,invalid
c211f9ff-47e1-473d-9bd0-cd8ad79a0041,Rosie Clarke,1974-11-09T22:30:23.778Z,female,GB,angryrabbit880,rosie.clarke@example.com,015394 67489,07226 024414,https://randomuser.me/api/portraits/women/83.jpg,9,DIST_015,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:54:00,1,PS12233,invalid
8ac0dc8c-66fe-485f-8b80-263c6dc84b89,Joseph Ortiz,1968-04-30T07:15:03.414Z,male,GB,orangebear251,joseph.ortiz@example.com,017684 14724,07889 007600,https://randomuser.me/api/portraits/men/78.jpg,18,DIST_019,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:54:02,1,PS67890,invalid
ddc0cb0a-b99b-4aac-8075-382f3356d9d0,Sophia Stevens,1953-04-08T12:46:06.370Z,female,GB,greenduck594,sophia.stevens@example.com,021 4417 0771,07458 219365,https://randomuser.me/api/portraits/women/19.jpg,2,DIST_009,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:54:04,1,PS23456,regular
22e88f45-3071-40ad-a9d1-c7a7927e8e41,Becky Castro,1981-08-17T09:08:06.420Z,female,GB,beautifulrabbit521,becky.castro@example.com,015242 85013,07032 163380,https://randomuser.me/api/portraits/women/55.jpg,13,DIST_001,a4f76ffc-ae49-4b2c-9ceb-8c1f99333fe1,William Morris,Tech Republic Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/12.jpg,2024-09-18 14:54:06,1,PS90123,regular
c074d9aa-7177-49a8-97ab-0eb47d6254d6,Paige Adams,1986-06-08T13:53:15.095Z,female,GB,sadbear933,paige.adams@example.com,01972 313491,07020 167091,https://randomuser.me/api/portraits/women/45.jpg,16,DIST_025,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:54:08,1,PS01234,regular
5f862a85-3cd5-4fd5-a719-ae09e2533e08,Ella White,1947-01-06T15:01:58.210Z,female,GB,organicmouse925,ella.white@example.com,016977 36082,07240 643314,https://randomuser.me/api/portraits/women/88.jpg,10,DIST_006,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:54:10,1,PS89012,regular
239d479c-2caa-4840-bff7-c87bc8e96cb5,Caitlin Edwards,1972-06-30T22:05:32.843Z,female,GB,heavyrabbit594,caitlin.edwards@example.com,016973 31497,07399 214374,https://randomuser.me/api/portraits/women/74.jpg,8,DIST_023,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:54:12,1,PS67890,invalid
3d8a2bf8-11fb-4910-a8fc-f8a7dbd8a668,Dan Steward,1974-11-27T07:32:21.594Z,male,GB,yellowrabbit973,dan.steward@example.com,017683 26539,07957 845376,https://randomuser.me/api/portraits/men/44.jpg,8,DIST_014,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:54:14,1,PS34567,invalid
a532b782-1333-4548-9cb9-24ebd53e8be6,Maria Gregory,1995-08-04T17:48:50.702Z,female,GB,organicdog335,maria.gregory@example.com,01328 57842,07828 040906,https://randomuser.me/api/portraits/women/83.jpg,8,DIST_011,c4ccb64e-1e12-457f-bf64-76f75b772ce6,Dick Russell,Management Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/men/99.jpg,2024-09-18 14:54:16,1,PS12233,regular
64a9fd24-3a6e-491e-9741-ad91d25ecf98,Hector Franklin,1992-02-23T13:36:37.524Z,male,GB,crazybutterfly682,hector.franklin@example.com,019467 50394,07286 360010,https://randomuser.me/api/portraits/men/10.jpg,10,DIST_009,2d20e9e0-5691-4a27-8264-bbabc8002b40,Kelly Crawford,Savior Party,A brief bio of the candidate.,Key campaign promises or platform.,https://randomuser.me/api/portraits/women/67.jpg,2024-09-18 14:54:18,1,PS12345,regular
